,team,opponent,date,min,win_or_lose,score,FGM,FGA,FG%,FG3M,FG3A,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
2105,MIA,WAS,11/10/2018,240,L,110,39,88,44.3,12,33,36.4,20,26,76.9,14,24,38,25,5,5,19,31,-6
2106,LAC,MIL,11/10/2018,265,W,128,46,99,46.5,14,34,41.2,22,27,81.5,10,44,54,26,6,6,18,19,2
2107,MIL,LAC,11/10/2018,265,L,126,47,105,44.8,16,46,34.8,16,23,69.6,15,37,52,31,11,8,17,26,-2
2108,CLE,CHI,11/10/2018,240,L,98,39,91,42.9,8,21,38.1,12,18,66.7,15,38,53,15,5,6,12,17,-1
2109,CHI,CLE,11/10/2018,240,W,99,39,82,47.6,7,18,38.9,14,21,66.7,5,33,38,20,7,5,11,19,1
2110,HOU,SAS,11/10/2018,240,L,89,30,90,33.3,9,41,22.0,20,29,69.0,15,34,49,11,10,5,8,24,-7
2111,SAS,HOU,11/10/2018,240,W,96,33,74,44.6,10,20,50.0,20,27,74.1,8,38,46,17,3,5,16,20,7
2112,BKN,GSW,11/10/2018,240,L,100,36,77,46.8,7,24,29.2,21,29,72.4,12,29,41,20,7,2,15,22,-16
2113,GSW,BKN,11/10/2018,240,W,116,46,83,55.4,7,16,43.8,17,21,81.0,6,30,36,27,9,7,10,24,16
2114,BKN,DEN,11/09/2018,240,W,112,36,88,40.9,12,33,36.4,28,42,66.7,12,30,42,21,7,9,8,24,2
2115,DEN,BKN,11/09/2018,240,L,110,40,87,46.0,5,18,27.8,25,34,73.5,15,39,54,20,3,5,13,28,-2
2116,MIN,SAC,11/09/2018,240,L,110,39,94,41.5,7,25,28.0,25,31,80.6,15,37,52,20,6,1,17,23,-11
2117,SAC,MIN,11/09/2018,240,W,121,43,95,45.3,12,32,37.5,23,29,79.3,12,37,49,25,7,6,13,29,11
2118,DET,ATL,11/09/2018,240,W,124,46,97,47.4,20,47,42.6,12,19,63.2,10,34,44,30,10,6,11,31,15
2119,ATL,DET,11/09/2018,240,L,109,36,79,45.6,7,28,25.0,30,40,75.0,9,44,53,17,6,2,16,21,-15
2120,BOS,UTA,11/09/2018,240,L,115,39,88,44.3,17,43,39.5,20,22,90.9,5,23,28,31,11,3,8,20,-8
2121,UTA,BOS,11/09/2018,240,W,123,43,77,55.8,13,34,38.2,24,30,80.0,8,37,45,29,4,4,17,21,8
2122,IND,MIA,11/09/2018,240,W,110,43,79,54.4,7,20,35.0,17,29,58.6,6,33,39,20,10,5,18,26,8
2123,MIA,IND,11/09/2018,240,L,102,36,80,45.0,14,27,51.9,16,27,59.3,9,29,38,27,6,6,24,27,-8
2124,ORL,WAS,11/09/2018,240,W,117,44,86,51.2,13,31,41.9,16,19,84.2,10,31,41,26,8,6,16,18,9
2125,WAS,ORL,11/09/2018,240,L,108,42,82,51.2,11,27,40.7,13,19,68.4,6,29,35,24,8,3,19,18,-9
2126,PHI,CHA,11/09/2018,265,W,133,45,94,47.9,12,37,32.4,31,41,75.6,13,46,59,33,3,15,17,33,1
2127,CHA,PHI,11/09/2018,265,L,132,43,110,39.1,16,40,40.0,30,40,75.0,14,35,49,25,10,5,7,33,-1
2128,HOU,OKC,11/08/2018,240,L,80,31,82,37.8,11,42,26.2,7,10,70.0,12,27,39,16,9,3,17,26,-18
2129,OKC,HOU,11/08/2018,240,W,98,36,81,44.4,9,37,24.3,17,24,70.8,13,39,52,18,10,4,15,16,18
2130,LAC,POR,11/08/2018,240,L,105,41,89,46.1,8,23,34.8,15,20,75.0,7,34,41,19,2,10,7,22,-11
2131,POR,LAC,11/08/2018,240,W,116,40,97,41.2,10,26,38.5,26,28,92.9,14,39,53,18,4,8,7,20,11
2132,BOS,PHX,11/08/2018,265,W,116,39,97,40.2,14,37,37.8,24,31,77.4,17,39,56,21,6,6,16,18,7
2133,PHX,BOS,11/08/2018,265,L,109,41,93,44.1,11,35,31.4,16,19,84.2,4,38,42,25,10,6,15,23,-7
2134,MIL,GSW,11/08/2018,240,W,134,52,101,51.5,9,35,25.7,21,27,77.8,13,33,46,33,11,7,12,23,23
2135,GSW,MIL,11/08/2018,240,L,111,42,87,48.3,10,28,35.7,17,22,77.3,8,30,38,31,5,6,18,22,-23
2136,NOP,CHI,11/07/2018,240,W,107,42,94,44.7,11,30,36.7,12,17,70.6,11,44,55,32,5,10,15,18,9
2137,CHI,NOP,11/07/2018,240,L,98,38,96,39.6,9,31,29.0,13,17,76.5,7,39,46,18,9,7,12,16,-9
2138,DEN,MEM,11/07/2018,240,L,87,32,82,39.0,8,32,25.0,15,19,78.9,13,28,41,19,9,3,19,22,-2
2139,MEM,DEN,11/07/2018,240,W,89,30,70,42.9,8,21,38.1,21,25,84.0,8,28,36,19,7,7,18,22,2
2140,SAC,TOR,11/07/2018,240,L,105,42,88,47.7,8,23,34.8,13,18,72.2,6,25,31,27,10,5,15,26,-9
2141,TOR,SAC,11/07/2018,240,W,114,41,89,46.1,11,36,30.6,21,23,91.3,13,40,53,17,10,4,22,20,9
2142,NYK,ATL,11/07/2018,240,W,112,34,77,44.2,11,30,36.7,33,47,70.2,11,37,48,15,8,7,18,30,5
2143,ATL,NYK,11/07/2018,240,L,107,37,92,40.2,11,38,28.9,22,29,75.9,15,30,45,26,5,9,17,30,-5
2144,PHI,IND,11/07/2018,240,W,100,36,79,45.6,10,32,31.3,18,22,81.8,5,38,43,24,7,8,17,18,6
2145,IND,PHI,11/07/2018,240,L,94,37,94,39.4,8,31,25.8,12,17,70.6,8,33,41,19,9,6,12,21,-6
2146,UTA,DAL,11/07/2018,240,W,117,43,89,48.3,13,37,35.1,18,26,69.2,8,27,35,31,12,10,12,32,15
2147,DAL,UTA,11/07/2018,240,L,102,29,73,39.7,8,24,33.3,36,40,90.0,12,37,49,14,3,4,25,27,-15
2148,SAS,MIA,11/07/2018,240,L,88,31,94,33.0,13,32,40.6,13,14,92.9,12,37,49,19,8,5,12,19,-7
2149,MIA,SAS,11/07/2018,240,W,95,36,93,38.7,10,32,31.3,13,18,72.2,14,46,60,21,8,11,13,17,7
2150,OKC,CLE,11/07/2018,240,W,95,35,84,41.7,7,27,25.9,18,26,69.2,7,37,44,10,13,9,12,23,9
2151,CLE,OKC,11/07/2018,240,L,86,33,89,37.1,9,31,29.0,11,13,84.6,12,39,51,17,3,4,20,26,-9
2152,ORL,DET,11/07/2018,240,L,96,40,87,46.0,9,27,33.3,7,9,77.8,6,34,40,28,10,8,21,19,-7
2153,DET,ORL,11/07/2018,240,W,103,37,90,41.1,11,37,29.7,18,20,90.0,13,37,50,21,13,1,20,15,7
2154,LAL,MIN,11/07/2018,240,W,114,44,91,48.4,15,34,44.1,11,14,78.6,12,35,47,32,6,4,16,14,4
2155,MIN,LAL,11/07/2018,240,L,110,41,91,45.1,20,40,50.0,8,9,88.9,11,29,40,22,10,5,16,17,-4
2156,ATL,CHA,11/06/2018,240,L,102,41,85,48.2,6,30,20.0,14,18,77.8,7,30,37,22,13,9,22,18,-11
2157,CHA,ATL,11/06/2018,240,W,113,45,92,48.9,13,31,41.9,10,18,55.6,8,35,43,27,9,4,21,16,11
2158,WAS,DAL,11/06/2018,240,L,100,37,87,42.5,11,35,31.4,15,20,75.0,5,27,32,27,8,6,10,24,-19
2159,DAL,WAS,11/06/2018,240,W,119,39,82,47.6,15,34,44.1,26,27,96.3,10,40,50,25,4,6,18,22,19
2160,POR,MIL,11/06/2018,240,W,118,48,91,52.7,17,43,39.5,5,8,62.5,11,40,51,23,7,3,12,17,15
2161,MIL,POR,11/06/2018,240,L,103,40,92,43.5,16,42,38.1,7,8,87.5,12,30,42,26,2,1,12,16,-15
2162,BKN,PHX,11/06/2018,240,W,104,41,92,44.6,9,36,25.0,13,19,68.4,13,39,52,22,9,5,10,22,22
2163,PHX,BKN,11/06/2018,240,L,82,28,81,34.6,9,25,36.0,17,20,85.0,9,40,49,16,4,3,20,20,-22
2164,NOP,OKC,11/05/2018,240,L,116,41,84,48.8,9,29,31.0,25,30,83.3,11,34,45,27,8,5,21,26,-6
2165,OKC,NOP,11/05/2018,240,W,122,45,93,48.4,10,27,37.0,22,31,71.0,9,32,41,26,15,3,12,23,6
2166,BOS,DEN,11/05/2018,240,L,107,44,87,50.6,9,31,29.0,10,12,83.3,7,33,40,22,9,9,12,21,-8
2167,DEN,BOS,11/05/2018,240,W,115,41,90,45.6,13,34,38.2,20,28,71.4,15,32,47,25,5,4,13,14,8
2168,HOU,IND,11/05/2018,240,W,98,34,76,44.7,15,47,31.9,15,16,93.8,5,34,39,23,9,6,17,24,4
2169,IND,HOU,11/05/2018,240,L,94,33,75,44.0,8,28,28.6,20,30,66.7,7,32,39,17,8,3,16,15,-4
2170,UTA,TOR,11/05/2018,240,L,111,38,86,44.2,8,31,25.8,27,41,65.9,12,28,40,29,10,4,12,19,-13
2171,TOR,UTA,11/05/2018,240,W,124,49,86,57.0,13,33,39.4,13,14,92.9,7,36,43,21,9,3,15,28,13
2172,DET,MIA,11/05/2018,265,L,115,43,105,41.0,11,35,31.4,18,28,64.3,21,39,60,27,8,3,19,30,-5
2173,MIA,DET,11/05/2018,265,W,120,44,98,44.9,12,31,38.7,20,31,64.5,9,41,50,24,10,8,17,26,5
2174,ORL,CLE,11/05/2018,240,W,102,39,87,44.8,11,34,32.4,13,15,86.7,10,30,40,22,11,5,15,16,2
2175,CLE,ORL,11/05/2018,240,L,100,41,80,51.3,10,23,43.5,8,12,66.7,8,34,42,20,8,2,18,17,-2
2176,MIN,LAC,11/05/2018,240,L,109,40,85,47.1,5,21,23.8,24,30,80.0,8,30,38,20,9,8,11,23,-11
2177,LAC,MIN,11/05/2018,240,W,120,43,88,48.9,14,31,45.2,20,22,90.9,13,30,43,30,5,4,12,27,11
2178,NYK,CHI,11/05/2018,290,L,115,41,106,38.7,7,26,26.9,26,29,89.7,21,41,62,20,7,6,18,27,-1
2179,CHI,NYK,11/05/2018,290,W,116,43,95,45.3,8,30,26.7,22,30,73.3,11,37,48,15,9,9,19,22,1
2180,GSW,MEM,11/05/2018,240,W,117,41,81,50.6,13,24,54.2,22,23,95.7,8,38,46,29,4,4,13,25,16
2181,MEM,GSW,11/05/2018,240,L,101,38,83,45.8,9,27,33.3,16,21,76.2,4,26,30,31,8,8,10,19,-16
2182,WAS,NYK,11/04/2018,240,W,108,36,83,43.4,6,26,23.1,30,39,76.9,15,32,47,21,12,11,13,18,13
2183,NYK,WAS,11/04/2018,240,L,95,39,93,41.9,5,27,18.5,12,16,75.0,15,36,51,19,5,5,20,28,-13
2184,MIL,SAC,11/04/2018,240,W,144,46,95,48.4,22,56,39.3,30,33,90.9,10,46,56,30,6,7,13,20,35
2185,SAC,MIL,11/04/2018,240,L,109,42,95,44.2,14,36,38.9,11,22,50.0,8,36,44,24,6,4,15,26,-35
2186,MIN,POR,11/04/2018,240,L,81,29,93,31.2,7,30,23.3,16,21,76.2,13,25,38,18,9,4,11,21,-30
2187,POR,MIN,11/04/2018,240,W,111,38,86,44.2,7,28,25.0,28,32,87.5,17,49,66,15,7,1,17,20,30
2188,PHI,BKN,11/04/2018,240,L,97,31,65,47.7,4,20,20.0,31,41,75.6,9,37,46,16,6,1,28,21,-25
2189,BKN,PHI,11/04/2018,240,W,122,50,105,47.6,9,28,32.1,13,18,72.2,15,23,38,27,11,3,9,28,25
2190,PHX,MEM,11/04/2018,240,W,102,33,64,51.6,14,32,43.8,22,26,84.6,5,32,37,25,7,3,25,27,2
2191,MEM,PHX,11/04/2018,240,L,100,36,76,47.4,7,23,30.4,21,29,72.4,9,21,30,19,13,3,13,21,-2
2192,TOR,LAL,11/04/2018,240,W,121,49,98,50.0,10,35,28.6,13,14,92.9,13,36,49,32,9,4,13,24,14
2193,LAL,TOR,11/04/2018,240,L,107,39,85,45.9,6,24,25.0,23,29,79.3,6,32,38,25,6,4,16,18,-14
2194,SAS,ORL,11/04/2018,240,L,110,38,88,43.2,12,35,34.3,22,25,88.0,10,33,43,25,3,5,11,21,-7
2195,ORL,SAS,11/04/2018,240,W,117,46,91,50.5,12,32,37.5,13,18,72.2,11,32,43,29,7,4,9,22,7
2196,CHA,CLE,11/03/2018,240,W,126,52,91,57.1,10,30,33.3,12,13,92.3,12,38,50,29,3,7,15,17,32
2197,CLE,CHA,11/03/2018,240,L,94,35,81,43.2,10,26,38.5,14,15,93.3,3,23,26,22,10,2,15,20,-32
2198,UTA,DEN,11/03/2018,240,L,88,33,81,40.7,6,31,19.4,16,24,66.7,10,30,40,22,12,7,13,21,-15
2199,DEN,UTA,11/03/2018,240,W,103,41,83,49.4,9,28,32.1,12,19,63.2,8,40,48,32,8,0,17,26,15
2200,ATL,MIA,11/03/2018,240,W,123,46,88,52.3,13,32,40.6,18,23,78.3,8,29,37,33,11,7,18,21,5
2201,MIA,ATL,11/03/2018,240,L,118,41,85,48.2,16,40,40.0,20,26,76.9,13,28,41,27,6,6,18,20,-5
2202,BOS,IND,11/03/2018,240,L,101,38,88,43.2,19,46,41.3,6,9,66.7,10,35,45,23,6,8,14,20,-1
2203,IND,BOS,11/03/2018,240,W,102,36,86,41.9,11,32,34.4,19,25,76.0,8,37,45,23,10,2,13,16,1
2204,POR,LAL,11/03/2018,240,L,110,44,104,42.3,6,35,17.1,16,22,72.7,16,34,50,20,10,5,14,21,-4
2205,LAL,POR,11/03/2018,240,W,114,45,86,52.3,8,21,38.1,16,25,64.0,9,41,50,20,9,11,20,22,4
2206,HOU,CHI,11/03/2018,240,W,96,35,83,42.2,13,42,31.0,13,20,65.0,10,35,45,21,13,5,19,22,8
2207,CHI,HOU,11/03/2018,240,L,88,28,71,39.4,6,23,26.1,26,27,96.3,4,33,37,15,13,4,19,18,-8
2208,SAS,NOP,11/03/2018,240,W,109,45,96,46.9,8,23,34.8,11,14,78.6,8,35,43,29,8,4,9,21,14
2209,NOP,SAS,11/03/2018,240,L,95,36,77,46.8,6,21,28.6,17,30,56.7,6,42,48,22,3,8,16,21,-14
2210,DET,PHI,11/03/2018,240,L,99,33,83,39.8,5,30,16.7,28,41,68.3,7,37,44,16,8,3,17,32,-10
2211,PHI,DET,11/03/2018,240,W,109,28,69,40.6,9,29,31.0,44,51,86.3,3,42,45,21,11,3,18,31,10
2212,WAS,OKC,11/02/2018,240,L,111,44,86,51.2,9,30,30.0,14,18,77.8,6,24,30,27,6,4,19,21,-23
2213,OKC,WAS,11/02/2018,240,W,134,49,86,57.0,15,32,46.9,21,26,80.8,7,31,38,34,13,5,13,20,23
2214,DAL,NYK,11/02/2018,240,L,106,40,81,49.4,11,29,37.9,15,24,62.5,11,29,40,22,6,1,19,28,-12
2215,NYK,DAL,11/02/2018,240,W,118,46,84,54.8,7,29,24.1,19,26,73.1,10,30,40,26,13,4,12,24,12
2216,UTA,MEM,11/02/2018,240,L,100,36,77,46.8,14,36,38.9,14,25,56.0,10,29,39,21,3,5,14,25,-10
2217,MEM,UTA,11/02/2018,240,W,110,38,75,50.7,13,26,50.0,21,34,61.8,9,30,39,23,9,3,11,29,10
2218,LAC,ORL,11/02/2018,240,W,120,41,86,47.7,13,26,50.0,25,33,75.8,10,40,50,22,5,3,14,23,25
2219,ORL,LAC,11/02/2018,240,L,95,40,90,44.4,4,17,23.5,11,19,57.9,8,32,40,20,7,4,10,24,-25
2220,HOU,BKN,11/02/2018,240,W,119,41,83,49.4,15,39,38.5,22,32,68.8,11,30,41,22,4,10,9,21,8
2221,BKN,HOU,11/02/2018,240,L,111,42,85,49.4,15,34,44.1,12,20,60.0,9,29,38,22,5,4,12,28,-8
2222,PHX,TOR,11/02/2018,240,L,98,40,91,44.0,8,26,30.8,10,18,55.6,12,37,49,20,3,4,16,18,-9
2223,TOR,PHX,11/02/2018,240,W,107,41,81,50.6,12,33,36.4,13,21,61.9,6,33,39,29,11,10,14,23,9
2224,CHI,IND,11/02/2018,240,L,105,42,89,47.2,13,31,41.9,8,9,88.9,11,32,43,33,2,7,14,20,-2
2225,IND,CHI,11/02/2018,240,W,107,40,85,47.1,7,26,26.9,20,22,90.9,9,33,42,21,8,9,11,13,2
2226,MIN,GSW,11/02/2018,240,L,99,38,101,37.6,13,45,28.9,10,14,71.4,8,31,39,25,8,4,5,16,-17
2227,GSW,MIN,11/02/2018,240,W,116,43,88,48.9,13,34,38.2,17,22,77.3,12,49,61,31,3,9,16,16,17
2228,OKC,CHA,11/01/2018,240,W,111,41,96,42.7,8,37,21.6,21,29,72.4,14,35,49,20,12,9,10,21,4
2229,CHA,OKC,11/01/2018,240,L,107,38,93,40.9,11,41,26.8,20,22,90.9,11,40,51,26,7,3,18,26,-4
2230,ATL,SAC,11/01/2018,240,L,115,42,87,48.3,8,31,25.8,23,34,67.6,10,33,43,26,6,6,22,28,-31
2231,SAC,ATL,11/01/2018,240,W,146,53,98,54.1,14,35,40.0,26,32,81.3,10,36,46,38,14,3,14,29,31
2232,NOP,POR,11/01/2018,240,L,119,40,94,42.6,8,29,27.6,31,37,83.8,14,30,44,23,7,3,13,24,-13
2233,POR,NOP,11/01/2018,240,W,132,44,87,50.6,18,35,51.4,26,31,83.9,8,38,46,26,4,4,14,30,13
2234,DEN,CLE,11/01/2018,240,W,110,41,85,48.2,10,26,38.5,18,21,85.7,14,30,44,22,8,7,12,18,19
2235,CLE,DEN,11/01/2018,240,L,91,34,83,41.0,5,18,27.8,18,19,94.7,13,22,35,18,11,4,14,22,-19
2236,MIL,BOS,11/01/2018,240,L,113,41,85,48.2,9,29,31.0,22,30,73.3,8,37,45,20,8,3,14,20,-4
2237,BOS,MIL,11/01/2018,240,W,117,41,92,44.6,24,55,43.6,11,13,84.6,8,34,42,30,5,8,13,23,4
2238,LAC,PHI,11/01/2018,240,L,113,38,86,44.2,9,23,39.1,28,33,84.8,8,34,42,19,6,7,18,28,-9
2239,PHI,LAC,11/01/2018,240,W,122,44,93,47.3,13,27,48.1,21,28,75.0,10,33,43,29,7,7,16,30,9
2240,MIN,UTA,10/31/2018,240,W,128,50,86,58.1,12,25,48.0,16,24,66.7,7,34,41,19,10,8,16,28,3
2241,UTA,MIN,10/31/2018,240,L,125,47,97,48.5,13,30,43.3,18,30,60.0,20,28,48,25,9,5,14,22,-3
2242,DET,BKN,10/31/2018,265,L,119,39,93,41.9,11,34,32.4,30,39,76.9,14,41,55,16,8,6,17,30,-1
2243,BKN,DET,10/31/2018,265,W,120,43,101,42.6,12,38,31.6,22,30,73.3,18,37,55,26,5,3,16,33,1
2244,PHX,SAS,10/31/2018,240,L,90,35,90,38.9,6,24,25.0,14,18,77.8,7,28,35,21,10,3,15,26,-30
2245,SAS,PHX,10/31/2018,240,W,120,46,83,55.4,4,18,22.2,24,26,92.3,6,41,47,24,7,6,14,15,30
2246,IND,NYK,10/31/2018,240,W,107,45,83,54.2,6,20,30.0,11,17,64.7,10,31,41,24,10,10,15,19,6
2247,NYK,IND,10/31/2018,240,L,101,34,79,43.0,12,25,48.0,21,24,87.5,9,26,35,18,6,6,17,19,-6
2248,DEN,CHI,10/31/2018,265,W,108,45,99,45.5,7,26,26.9,11,18,61.1,17,39,56,24,7,9,16,16,1
2249,CHI,DEN,10/31/2018,265,L,107,39,92,42.4,16,34,47.1,13,18,72.2,10,33,43,27,7,6,14,23,-1
2250,DAL,LAL,10/31/2018,240,L,113,43,86,50.0,13,29,44.8,14,19,73.7,10,30,40,24,5,5,23,24,-1
2251,LAL,DAL,10/31/2018,240,W,114,43,84,51.2,10,17,58.8,18,24,75.0,8,31,39,23,12,6,20,27,1
2252,GSW,NOP,10/31/2018,240,W,131,47,89,52.8,16,32,50.0,21,30,70.0,12,34,46,39,10,4,17,24,10
2253,NOP,GSW,10/31/2018,240,L,121,44,92,47.8,12,35,34.3,21,27,77.8,12,30,42,24,8,2,16,26,-10
2254,OKC,LAC,10/30/2018,240,W,128,48,94,51.1,9,17,52.9,23,32,71.9,9,32,41,19,16,6,17,35,18
2255,LAC,OKC,10/30/2018,240,L,110,35,74,47.3,7,20,35.0,33,43,76.7,6,32,38,18,6,7,25,26,-18
2256,MEM,WAS,10/30/2018,240,W,107,36,74,48.6,13,28,46.4,22,31,71.0,6,32,38,28,16,3,17,20,12
2257,WAS,MEM,10/30/2018,240,L,95,32,74,43.2,14,35,40.0,17,20,85.0,5,32,37,24,9,7,20,22,-12
2258,PHI,TOR,10/30/2018,240,L,112,38,91,41.8,14,40,35.0,22,30,73.3,17,30,47,25,7,5,23,24,-17
2259,TOR,PHI,10/30/2018,240,W,129,47,92,51.1,11,27,40.7,24,28,85.7,9,34,43,29,13,6,16,26,17
2260,MIA,CHA,10/30/2018,240,L,113,41,87,47.1,11,28,39.3,20,24,83.3,10,24,34,25,9,5,15,26,-12
2261,CHA,MIA,10/30/2018,240,W,125,44,81,54.3,13,28,46.4,24,29,82.8,8,31,39,27,7,5,14,26,12
2262,ATL,CLE,10/30/2018,240,L,114,44,82,53.7,15,35,42.9,11,17,64.7,6,33,39,25,6,8,23,29,-22
2263,CLE,ATL,10/30/2018,240,W,136,45,90,50.0,13,25,52.0,33,43,76.7,13,35,48,23,13,1,13,20,22
2264,POR,HOU,10/30/2018,240,W,104,38,80,47.5,8,20,40.0,20,23,87.0,7,44,51,17,4,4,20,19,19
2265,HOU,POR,10/30/2018,240,L,85,31,96,32.3,10,43,23.3,13,23,56.5,20,29,49,18,7,9,12,25,-19
2266,SAC,ORL,10/30/2018,240,W,107,41,84,48.8,8,22,36.4,17,26,65.4,8,43,51,22,8,6,15,20,8
2267,ORL,SAC,10/30/2018,240,L,99,36,91,39.6,11,43,25.6,16,22,72.7,11,37,48,28,10,8,17,22,-8
2268,BOS,DET,10/30/2018,240,W,108,37,84,44.0,9,31,29.0,25,32,78.1,8,38,46,25,8,4,14,20,3
2269,DET,BOS,10/30/2018,240,L,105,37,88,42.0,8,30,26.7,23,27,85.2,11,39,50,17,6,3,17,28,-3
2270,LAL,MIN,10/29/2018,240,L,120,49,104,47.1,12,33,36.4,10,15,66.7,17,31,48,24,8,8,18,24,-4
2271,MIN,LAL,10/29/2018,240,W,124,42,98,42.9,14,29,48.3,26,30,86.7,20,31,51,26,11,12,15,14,4
2272,NOP,DEN,10/29/2018,240,L,111,43,82,52.4,11,24,45.8,14,20,70.0,7,37,44,28,8,5,22,25,-5
2273,DEN,NOP,10/29/2018,240,W,116,42,93,45.2,11,35,31.4,21,23,91.3,9,32,41,28,14,5,13,17,5
2274,IND,POR,10/29/2018,240,L,93,37,90,41.1,6,19,31.6,13,20,65.0,7,28,35,19,8,5,9,20,-10
2275,POR,IND,10/29/2018,240,W,103,38,78,48.7,10,26,38.5,17,18,94.4,9,41,50,19,3,3,18,23,10
2276,TOR,MIL,10/29/2018,240,L,109,39,103,37.9,9,45,20.0,22,28,78.6,15,36,51,25,9,7,10,19,-15
2277,MIL,TOR,10/29/2018,240,W,124,45,92,48.9,19,45,42.2,15,19,78.9,8,49,57,28,5,4,17,21,15
2278,MIA,SAC,10/29/2018,240,L,113,38,92,41.3,13,39,33.3,24,34,70.6,13,39,52,20,10,9,18,21,-10
2279,SAC,MIA,10/29/2018,240,W,123,48,97,49.5,12,26,46.2,15,25,60.0,9,37,46,28,8,8,14,23,10
2280,NYK,BKN,10/29/2018,240,W,115,45,92,48.9,9,24,37.5,16,18,88.9,16,37,53,21,5,3,16,21,19
2281,BKN,NYK,10/29/2018,240,L,96,34,84,40.5,11,38,28.9,17,22,77.3,11,21,32,22,6,7,10,20,-19
2282,GSW,CHI,10/29/2018,240,W,149,53,96,55.2,24,45,53.3,19,26,73.1,8,41,49,34,9,7,7,29,25
2283,CHI,GSW,10/29/2018,240,L,124,46,94,48.9,11,35,31.4,21,34,61.8,12,32,44,25,6,3,9,19,-25
2284,DAL,SAS,10/29/2018,265,L,108,43,91,47.3,10,34,29.4,12,17,70.6,8,41,49,15,9,3,23,21,-5
2285,SAS,DAL,10/29/2018,265,W,113,42,91,46.2,9,20,45.0,20,21,95.2,5,36,41,27,17,2,17,19,5
2286,ATL,PHI,10/29/2018,240,L,92,35,94,37.2,8,37,21.6,14,21,66.7,10,37,47,20,10,3,15,18,-21
2287,PHI,ATL,10/29/2018,240,W,113,41,99,41.4,14,47,29.8,17,18,94.4,16,48,64,33,7,9,19,22,21
2288,PHX,OKC,10/28/2018,240,L,110,38,86,44.2,8,27,29.6,26,27,96.3,10,34,44,21,10,3,22,32,-7
2289,OKC,PHX,10/28/2018,240,W,117,43,85,50.6,7,24,29.2,24,35,68.6,9,34,43,22,16,3,15,24,7
2290,UTA,DAL,10/28/2018,240,W,113,42,80,52.5,10,25,40.0,19,22,86.4,8,35,43,25,8,6,18,27,9
2291,DAL,UTA,10/28/2018,240,L,104,38,91,41.8,9,28,32.1,19,25,76.0,12,31,43,24,6,3,13,19,-9
2292,WAS,LAC,10/28/2018,240,L,104,38,97,39.2,5,27,18.5,23,28,82.1,14,31,45,18,7,3,14,16,-32
2293,LAC,WAS,10/28/2018,240,W,136,56,103,54.4,16,29,55.2,8,13,61.5,14,43,57,35,7,9,15,25,32
2294,BKN,GSW,10/28/2018,240,L,114,42,87,48.3,20,42,47.6,10,15,66.7,5,32,37,28,5,3,15,20,-6
2295,GSW,BKN,10/28/2018,240,W,120,44,89,49.4,11,33,33.3,21,24,87.5,12,35,47,28,11,7,12,16,6
2296,UTA,NOP,10/27/2018,240,W,132,46,88,52.3,10,32,31.3,30,37,81.1,6,37,43,32,7,7,13,26,21
2297,NOP,UTA,10/27/2018,240,L,111,40,95,42.1,9,34,26.5,22,29,75.9,11,29,40,22,4,5,16,32,-21
2298,MEM,PHX,10/27/2018,240,W,117,44,79,55.7,9,26,34.6,20,22,90.9,3,36,39,30,12,1,12,21,21
2299,PHX,MEM,10/27/2018,240,L,96,36,78,46.2,9,33,27.3,15,19,78.9,5,30,35,28,5,1,19,25,-21
2300,ATL,CHI,10/27/2018,240,L,85,27,84,32.1,12,40,30.0,19,23,82.6,11,37,48,20,9,8,22,13,-12
2301,CHI,ATL,10/27/2018,240,W,97,36,83,43.4,12,33,36.4,13,16,81.3,8,44,52,25,14,6,23,21,12
2302,MIL,ORL,10/27/2018,240,W,113,41,82,50.0,10,30,33.3,21,23,91.3,6,51,57,24,6,7,21,19,22
2303,ORL,MIL,10/27/2018,240,L,91,33,101,32.7,10,43,23.3,15,17,88.2,11,30,41,21,9,6,11,22,-22
2304,BOS,DET,10/27/2018,240,W,109,39,86,45.3,14,34,41.2,17,25,68.0,8,46,54,25,4,8,13,26,20
2305,DET,BOS,10/27/2018,240,L,89,33,89,37.1,7,37,18.9,16,20,80.0,6,41,47,16,4,3,11,24,-20
2306,POR,MIA,10/27/2018,240,L,111,37,88,42.0,12,33,36.4,25,28,89.3,8,34,42,14,7,8,9,25,-9
2307,MIA,POR,10/27/2018,240,W,120,44,96,45.8,15,39,38.5,17,26,65.4,16,40,56,21,7,8,13,21,9
2308,IND,CLE,10/27/2018,240,W,119,48,74,64.9,5,13,38.5,18,26,69.2,4,20,24,28,13,3,15,15,12
2309,CLE,IND,10/27/2018,240,L,107,40,86,46.5,7,25,28.0,20,22,90.9,16,23,39,21,9,2,18,20,-12
2310,SAS,LAL,10/27/2018,240,W,110,44,91,48.4,3,16,18.8,19,24,79.2,12,37,49,20,7,5,13,17,4
2311,LAL,SAS,10/27/2018,240,L,106,41,86,47.7,13,33,39.4,11,18,61.1,7,35,42,19,5,5,17,25,-4
2312,CHA,PHI,10/27/2018,240,L,103,37,95,38.9,9,35,25.7,20,24,83.3,9,39,48,19,3,8,9,25,-2
2313,PHI,CHA,10/27/2018,240,W,105,35,91,38.5,10,28,35.7,25,30,83.3,14,42,56,18,4,8,11,23,2
